Is Spam,"In your own words, what is PrEP?","In your own words, what is PEP?",How would you best describe U=U to someone else? (Even if you are uncertain)
1,,,U=U means I can live normally without transmitting the virus.
1,HIV Prevention medication,Hiv Emergency treatment,
1,,,
1,,,means staying on HIV treatment protects both you and your partner
1,,,Makes the HIV in the blood undetectable and unable to transmit it sensually
1,,,undetectable = untranslittable!! having sex with a HIV+ partner with undetectable viral load is WAYY
1,,,
1,,,
1,,,It about people with HIV that can't transmit it to others
1,,,"Thanks to treatment, my viral load is undetectable. Science says I can't give HIV during sex"
1,,,"In Oak Lawn's bar in Dallas, some people will directly say: ""I can't detect it, so you won't get HIV"
1,,,
1,,,It means when the disease is not detectable it not transmittable
1,,,when the person is consistently on treatment and stays undetectable.
1,,,"U=U changed my life. I'm on meds, undetectable, and I don't have to worry about infecting anyone"
1,,,"I tell people when I'm undetectable, HIV stops with me. No transmission to my loved ones"
1,,,
1,,,means I can love and connect without worrying about transmission.
1,,,when the person is consistently on treatment and stays undetectable.
1,,,means that undetectable HIV cannot be sexually transmitted
1,,,
1,,,I always explain U=U by linking medical results to real personal wellbeing and emotional health. It
1,,,
1,,,
1,,,Undetectable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It means I can't transmit HIV through sex if my viral load level is low
1,,,
1,,,
1,,,
1,,,Undetectable
1,,,
1,,,
1,Prep is pill used in preventing HIV,It is a 99 percent efficient way to to prevent HIV if taken in the proper dose,
1,,,
1,,,
1,,,It means that if I’m undetectable then I can’t transmit the virus to another person
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,U=U means proper treatment eliminates sexual transmission risk.
1,,,HIV can’t be transmitted if the viral load is very less
1,,,
1,,,
1,,,
1,,,
1,,,U=U means proper HIV treatment protects health and prevents sexual transmission when viral load stay
1,,,
1,,,Untransmittable
1,,,Hiv can sometimes be unnoticeable if consistent with the medicines provided
1,,,
1,,,"What you don’t have, you can’t share"
1,,,
1,,,Undetectable means untransmittable.
1,,,"Even if an infected person still has a small amount of virus in their body, as long as it's below th"
1,,,
1,,,
1,,,
1,It is a medication taken before potential exposure to reduce the risk of getting HIV,It is a medication taken after a pssible exposure to HIV,
1,,,I think it’s a preventative measure for contacting infections through sex
1,,,Not a heavy viral load
1,,,
1,,,‎U=U means undetectable HIV cannot be sexually shared
1,,,It means I can't transmit HIV through sex if my viral load level is low.
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable
1,,,
1,,,
1,It’s a preventative drug taken by people with risk of HIV or STDs to prevent one from getting contac,It’s a preventative drug taken after sex for HIV and STIs,
1,,,
1,,,
1,,,
1,,,Something that can't be transmitted
1,,,
1,,,Not able to transmit it and noticeable on you.
1,,,common
1,,,
1,,,Undetectable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,U=U means undetectable HIV can’t be passed on
1,,,
1,,,
1,,,
1,,,
1,Pre exposure,I don't know,
1,,,
1,,,"If HIV is undetectable, it’s not transmissible"
1,,,
1,,,
1,,,
1,,,
1,,,It means i can't transmit HIV through sex if my viral load level is low
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,PrEP means being exposed to something before it fully happens or before a main event.,PEP means medicine taken after possible exposure to a disease (like HIV) to prevent infection.,
1,It's a Med i take to prevent HIV,PEP is a med you take after a possible exposure to HIV to prevent infection,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,I think it means medications that makes one look healthy and makes the virus not transmissible
1,,,"Undetectable, untransmitted"
1,It's a med i take to prevent HIV,PEP is a med you take after a possible exposure to HIV to prevent infection,
1,It's a medication taken by people that are at risk of having HIV,It's an emergency medication taken after exposure to HIV,
1,,,I always frame U=U as a reassuring and factual message that changes how we view chronic HIV manageme
1,,,
1,,,I think it means the virus is not transmissible to someone else maybe due to medications
1,,,effective treatment protects partners from HIV
1,,,accurate
1,,,
1,,,It means that you have to be careful when sharing sharp objects
1,,,
1,,,undetectable and cant transfer hiv to someone
1,,,
1,,,
1,PrEP is a pill you take every day that can protect you from getting HIV if you're someone who might,PEP is medication you can take after you think you may have been exposed to HIV,
1,,,undetectable and cant transfer to someone else
1,,,It means I can’t transmit HIV through sex if my viral load is low.
1,,,
1,,,
1,,,It makes the virus in transmitted through sex
1,,,
1,It's a med I take to prevent HIV,Pep is a med you take after a possible exposure to HIV prevent in action,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable = Untransmittable. It means that a person living with HIV who takes their medication
1,It's a medication people take before they might be exposed to HIV,It's an emergency medication to take after you might have been exposed to HIV,
1,,,
1,It's a pill that helps in preventing HIV,I view it as 99 percent efficient for preventing HIV if the dosage is taken well,
1,It is a preventive drug used before exposure to HIV to lower the risk of infection.,"PEP stands for Post-Exposure Prophylaxis, a drug taken after potential HIV exposure.",
1,,,"I would say U=U means that if I’m living with HIV and taking my medication as prescribed, and my vir"
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"U=U means that when HIV is undetectable, it can’t be passed to sexual partners."
1,,,
1,,,
1,,,It’s a treatment that makes the disease not transmitted through sex
1,,,Unable to transmit HIV due to the effect of retroviral drug
1,,,U=U means no HIV spread through sex when treated
1,,,This means that effective treatment prevents the sexual transmission of the virus.
1,,,
1,,,
1,,,
1,,,
1,,,
1,It’s a way to protect yourself from HIV by taking medicine ahead of time,It’s a way to reduce your risk of HIV by taking medicine after exposure,
1,,,"U=U means that when a person living with HIV has an undetectable viral load, they cannot transmit HI"
1,Prep is a pill that helps in preventing HIV,It's very efficient for preventing HIV if the dose is taken properly,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Okay I will explain it as an untraceable treatment
1,,,
1,,,
1,,,U=U means low viral load prevents transmission
1,,,
1,,,U=U means HIV treatment prevents sexual spread
1,,,
1,,,
1,,,
1,,,Not everything can be transferred through h. I. V.
1,,,
1,,,It seems like an effective treatment  that can't be traced
1,,,
1,,,
1,Use to prevent STI,Prevention of STI,
1,,,
1,,,Unable to transmit HIV to a person because you are up to date with your antiretroviral drug
1,,,
1,,,It makes the disease un transmittable
1,,,Measurable HIV gone means the virus can no longer be shared.
1,,,
1,,,
1,,,
1,,,That it is HIV awareness
1,,,
1,,,
1,,,
1,,,It makes the disease untransferable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,PrEP is used to stop HIV before it happens.,PEP is used after sex or situations where HIV exposure may have happened.,
1,,,If the disease is negative when tested then you can not transmit it
1,,,
1,,,
1,,,"A simple, easy-to-understand statement that treatment as prevention (TasP) works for HIV, eliminatin"
1,,,
1,,,
1,,,Means you can not transmit HIV to someone when you maintain your prescription
1,,,
1,,,
1,,,
1,Medications to prevent HIV,Is a medication i use whenever an exposure occur to prevent infection,
1,,,
1,Medication for preventing HIV,Medication used when someone is exposed to people who have HIV to prevent infection,
1,To prevent HIV,Is a medication you take after being exposed to the outside world to prevent infection,
1,,,
1,,,
1,,,
1,,,
1,Pre Exposure means direct contact with disease or infection,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Person with Hiv but can't be detected
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Having to take a specific drug that will reduce the impact of the virus
1,,,
1,,,
1,,,
1,,,To avoid transmission of HIV
1,,,
1,,,A person living with HIV who maintains an undetectable viral load through consistent treatment does
1,,,"U=U means if HIV is undetectable, it isn’t transmissible."
1,,,
1,,,Means the patient can't easily be recognized with HIV and cannot transmit it to others
1,,,Undetectable viral load = no sexual transmission risk.
1,,,Transmittable disease
1,,,
1,,,
1,,,"If a person living with HIV takes treatment and keeps their viral load undetectable, they do not pas"
1,,,
1,,,A person living with HIV who maintains an undetectable viral load through consistent treatment does
1,,,
1,,,It’s basically saying treatment stops sexual transmission
1,,,
1,,,A person living with HIV who maintains an undetectable viral load through consistent treatment does
1,,,A person living with HIV who maintains an undetectable viral load through consistent treatment does
1,,,
1,,,
1,,,
1,,,Basically it meant undetectable is equal to untransmittable
1,,,Something about that you can't transmit and undetectable HIV
1,,,A person living with HIV who maintains an undetectable viral load through consistent treatment does
1,,,
1,,,A person living with HIV who maintains an undetectable viral load through consistent treatment does
1,,,U-U shows that effective HIV medication can stop sexual transmission when viral load is undetectable
1,,,
1,,,
1,,,
1,,,I don't have idea
1,,,
1,,,What can't be detectable can't be detected
1,,,common
1,,,common
1,,,I don't know
1,,,
1,,,
1,,,
1,,,
1,,,HIV patients can be noticed and it can not be spread
1,,,
1,,,I don't know
1,Medication for HIV negative individuals to prevent infection,A treatment that is taken after exposure to a disease,
1,,,A disease that cannot be transferred from one person to another
1,,,
1,,,
1,,,
1,,,I don't know
1,,,
1,,,
1,,,
1,,,
1,,,An HIV that can't be noticed on the patient or transmitted to another
1,,,I don't know
1,,,viral load undectable and untransmittable
1,,,
1,,,It means having undetectable HIV makes transmission through sex impossible
1,,,
1,,,
1,,,
1,,,
1,,,Can see and can't transfer
1,,,
1,,,
1,,,
1,,,
1,Is like a shield you take ahead of time against HIV,,
1,,,
1,,,U=U means my treatment keeps my viral load undetectable so I can’t pass the virus on.
1,,,it means I can't transmit Hiv through sex if my viral loads is low
1,,,
1,,,
1,,,Virus tr
1,,,
1,,,it means I can't transmit Hiv through sex if my viral loads is low
1,It’s a medication people who don’t have HIV can take to stop themselves from getting it,,
1,,,
1,,,"The final answer is: U=U means that if a person living with HIV has an undetectable viral load, they"
1,,,
1,,,
1,,,U=U doesnotmean HIV is cured; ART suppresses but does not eliminate the virus from the body.
